cod_resultado_fatec;codcursofatec;cod_curso;nome_curso;codfatec;cod_instituicao;instituicao;ano;semestre;periodo;qtde_vagas;qtde_inscrito;demanda;nota_corte;nota_maxima
0;0;0;Processos Metalúrgicos;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;MANHÃ;0;0;0;22,600;77,275
0;0;0;Projetos Mecânicos;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;MANHÃ;0;0;0;29,424;94,600
0;0;0;Projetos Mecânicos;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;NOITE;0;0;0;65,258;89,270
0;0;0;Sistemas Biomédicos;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;MANHÃ;0;0;0;39,750;84,185
0;0;0;Gestão de Negócios e Inovação;72;0;Fatec Sumaré (Região de Campinas);2022;2;NOITE;0;0;0;34,925;86,900
0;224;0;Gestão de Recursos Humanos;72;0;Fatec Sumaré (Região de Campinas);2022;2;NOITE;0;0;0;52,000;90,750
0;224;0;Gestão de Recursos Humanos;72;0;Fatec Sumaré (Região de Campinas);2022;2;MANHÃ;0;0;0;33,335;89,000
0;75;0;Agronegócio;7;0;Fatec Taquaritinga;2022;2;NOITE;0;0;0;48,590;82,500
0;75;0;Agronegócio;7;0;Fatec Taquaritinga;2022;2;TARDE;0;0;0;24,200;82,225
0;194;0;Análise e Desenvolvimento de Sistemas;7;0;Fatec Taquaritinga;2022;2;NOITE;0;0;0;70,125;92,943
0;194;0;Análise e Desenvolvimento de Sistemas;7;0;Fatec Taquaritinga;2022;2;TARDE;0;0;0;29,750;78,925
0;245;0;Gestão Empresarial;7;0;Fatec Taquaritinga;2022;2;EAD;0;0;0;59,325;88,550
0;0;0;Produção Industrial;7;0;Fatec Taquaritinga;2022;2;MANHÃ;0;0;0;30,500;80,025
0;0;0;Produção Industrial;7;0;Fatec Taquaritinga;2022;2;NOITE;0;0;0;37,950;75,075
0;0;0;Sistemas para Internet;7;0;Fatec Taquaritinga;2022;2;MANHÃ;0;0;0;24,205;78,253
0;92;0;Automação Industrial;26;0;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;NOITE;0;0;0;51,436;79,200
0;92;0;Automação Industrial;26;0;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;MANHÃ;0;0;0;39,550;81,400
0;97;0;Gestão da Tecnologia da Informação;26;0;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;NOITE;0;0;0;61,325;85,525
0;97;0;Gestão da Tecnologia da Informação;26;0;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;MANHÃ;0;0;0;48,950;86,900
0;245;0;Gestão Empresarial;26;0;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;TARDE;0;0;0;42,075;96,050
0;245;0;Gestão Empresarial;26;0;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;NOITE;0;0;0;62,998;87,725
0;201;0;Manutenção Industrial;26;0;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;NOITE;0;0;0;32,175;86,445
0;201;0;Manutenção Industrial;26;0;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;MANHÃ;0;0;0;29,250;77,123
0;0;0;Produção Fonográfica;26;0;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;TARDE;0;0;0;56,100;92,500
0;194;0;Análise e Desenvolvimento de Sistemas;51;0;Fatec Taubaté;2022;2;NOITE;0;0;0;77,000;97,075
0;118;0;Eletrônica Automotiva;51;0;Fatec Taubaté;2022;2;NOITE;0;0;0;27,000;76,450
0;224;0;Gestão de Recursos Humanos;51;0;Fatec Taubaté;2022;2;MANHÃ;0;0;0;37,950;77,000
0;245;0;Gestão Empresarial;51;0;Fatec Taubaté;2022;2;EAD;0;0;0;70,625;95,975
